simulation_id,timestamp,city,area,hour,day_of_week,is_weekend,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_severity_index,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,traffic_intensity_score,congestion_probability,accident_probability,congestion_occurred,accident_occurred,active_scenarios,scenario_count
7916,2024-01-30 10:00:00,london,Hammersmith,10,1,0,33.18,60,31.15,5.26,4245,16.23,317,35.62,5,Medium,Dry,140.47,0.6211,0.1129,1,0,Heavy Rain|Temperature Extremes,2
7917,2024-05-17 10:00:00,london,Chelsea,10,4,0,14.4,39,5.72,67.12,6794,21.85,4538,85.13,0,High,Wet,1946.05,0.6772,0.3577,1,0,Strong Winds,1
7918,2024-02-06 19:00:00,london,Westminster,19,1,0,-4.35,89,10.21,43.29,8333,17.96,3613,117.3,6,High,Wet,1657.29,0.638,0.4558,1,1,Temperature Extremes|High Humidity,2
7919,2024-07-07 02:00:00,london,Kensington,2,6,1,9.48,77,23.0,55.64,3058,19.58,2545,25.55,1,Medium,Snowy,832.39,0.6541,0.2289,1,0,Heavy Rain|Strong Winds,2
7920,2024-01-10 03:00:00,london,Chelsea,3,2,0,31.37,24,0.59,58.35,2076,19.85,1649,54.4,8,High,Wet,753.23,0.6569,0.2584,0,0,Temperature Extremes|Strong Winds,2
7921,2024-03-05 01:00:00,london,Islington,1,1,0,15.18,88,19.19,72.8,10530,21.2,2268,112.2,2,Medium,Damaged,879.07,0.6706,0.6265,1,0,High Humidity|Strong Winds,2
7922,2024-02-11 14:00:00,london,Islington,14,6,1,15.2,22,14.01,26.97,2930,9.9,1662,75.66,8,High,Snowy,581.87,0.5615,0.3346,0,1,Normal,0
7923,2024-05-11 17:00:00,london,Hackney,17,5,1,5.47,82,38.82,30.8,9396,26.6,1696,26.52,6,High,Wet,757.0,0.7269,0.2423,0,0,Heavy Rain|High Humidity,2
7924,2024-04-24 23:00:00,london,Chelsea,23,2,0,8.54,96,1.12,63.4,6506,20.47,277,87.35,3,Medium,Dry,96.87,0.6526,0.1928,1,0,High Humidity|Strong Winds,2
7925,2024-02-28 22:00:00,london,Camden,22,2,0,23.11,24,30.82,34.42,4675,23.61,689,87.91,5,High,Snowy,326.94,0.6954,0.5069,1,1,Heavy Rain,1
7926,2024-02-15 03:00:00,london,Hammersmith,3,3,0,11.95,25,38.54,47.82,9138,20.8,722,10.58,1,High,Snowy,337.55,0.6665,0.274,0,0,Heavy Rain,1
7927,2024-03-23 04:00:00,london,Hackney,4,5,1,17.65,50,48.18,52.76,4338,29.12,4548,70.55,9,High,Wet,1692.49,0.7541,0.3542,1,1,Heavy Rain|Strong Winds,2
7928,2024-03-12 15:00:00,london,Islington,15,1,0,34.31,32,38.64,9.02,8048,21.93,983,62.19,8,Medium,Dry,372.82,0.6781,0.156,1,1,Heavy Rain|Temperature Extremes,2
7929,2024-04-18 23:00:00,london,Camden,23,3,0,13.56,76,14.16,22.69,7204,11.97,4973,85.73,1,Low,Wet,1958.79,0.5806,0.1821,0,0,Normal,0
7930,2024-05-01 21:00:00,london,Chelsea,21,2,0,27.56,87,5.78,10.37,6488,7.39,574,83.44,6,High,Snowy,230.56,0.5391,0.3382,1,0,High Humidity,1
7931,2024-05-26 20:00:00,london,Hammersmith,20,6,1,33.79,29,0.0,17.89,8512,8.77,4541,102.73,9,High,Snowy,1851.46,0.5514,0.425,0,0,Temperature Extremes,1
7932,2024-05-08 03:00:00,london,Westminster,3,2,0,25.83,79,46.06,12.98,9220,20.61,2309,20.64,2,High,Damaged,905.94,0.6646,0.3518,0,0,Heavy Rain,1
7933,2024-06-24 03:00:00,london,Southwark,3,0,0,25.95,26,20.48,29.3,688,19.28,3709,30.04,4,Low,Wet,1265.23,0.6511,0.1343,0,0,Heavy Rain,1
7934,2024-06-10 07:22:00,london,Westminster,7,0,0,25.93,65,36.25,51.58,10841,28.64,1870,78.34,2,Low,Wet,763.5,0.7489,0.2366,1,0,Heavy Rain|Strong Winds,2
7935,2024-03-17 11:00:00,london,Islington,11,6,1,23.38,91,6.68,11.84,3006,7.5,1456,21.9,6,High,Wet,566.53,0.5401,0.1572,1,0,High Humidity,1
7936,2024-05-17 07:00:00,london,Westminster,7,4,0,22.64,68,4.55,54.83,8294,20.26,965,80.87,8,Low,Dry,436.09,0.6611,0.1386,0,0,Strong Winds,1
7937,2024-04-29 05:00:00,london,Chelsea,5,0,0,9.33,78,27.21,67.5,7047,29.2,1901,107.52,5,High,Snowy,805.9,0.755,0.6808,1,1,Heavy Rain|Strong Winds,2
7938,2024-02-15 03:00:00,london,Hammersmith,3,3,0,-0.56,24,8.6,22.57,7331,11.48,722,12.3,1,High,Snowy,275.67,0.576,0.2245,0,0,Temperature Extremes,1
7939,2024-03-22 02:00:00,london,Hackney,2,4,0,25.89,57,4.54,64.14,8496,17.44,49,47.93,0,Medium,Dry,22.86,0.4154,0.1264,0,0,Strong Winds,1
7940,2024-02-17 00:00:00,london,Hammersmith,0,5,1,6.28,40,33.89,19.29,5342,20.06,493,30.13,4,Low,Damaged,180.98,0.659,0.2275,0,0,Heavy Rain,1
7941,2024-03-21 07:00:00,london,Camden,7,3,0,0.36,52,12.89,38.87,2933,19.11,1674,91.46,5,Medium,Damaged,662.64,0.6494,0.4885,1,1,Normal,0
7942,2024-04-07 11:00:00,london,Islington,11,6,1,3.81,67,2.02,23.18,9886,10.89,3820,117.39,5,Medium,Damaged,1661.89,0.5706,0.5266,0,1,Normal,0
7943,2024-04-20 16:00:00,london,Southwark,16,5,1,20.17,64,21.82,34.75,3413,14.88,1265,44.16,5,Low,Damaged,591.36,0.608,0.2235,0,0,Heavy Rain,1
7944,2024-07-17 20:00:00,london,Islington,20,2,0,25.39,36,31.68,71.84,5676,33.8,261,43.17,3,Low,Snowy,91.53,0.7746,0.2523,1,0,Heavy Rain|Strong Winds,2
7945,2024-05-26 12:00:00,london,Westminster,12,6,1,20.46,85,18.24,13.82,8017,9.15,2227,99.43,2,Medium,Dry,930.57,0.5548,0.1687,0,0,High Humidity,1
7946,2024-02-24 14:00:00,london,Islington,14,5,1,13.5,98,44.64,10.24,5402,18.24,190,95.11,3,Medium,Damaged,72.68,0.5546,0.4976,0,1,Heavy Rain|High Humidity,2
7947,2024-01-30 10:00:00,london,Hammersmith,10,1,0,33.18,60,31.15,5.26,4245,13.86,317,36.3,5,Medium,Dry,123.62,0.5983,0.1075,1,0,Heavy Rain|Temperature Extremes,2
7948,2024-02-11 22:00:00,london,Hackney,22,6,1,15.43,26,12.52,4.0,3003,4.88,2588,65.03,2,High,Damaged,850.18,0.5173,0.3308,0,0,Normal,0
7949,2024-07-06 12:00:00,london,Westminster,12,5,1,30.42,70,7.17,59.05,7313,18.69,1145,95.77,4,High,Wet,378.03,0.6453,0.3734,0,0,Temperature Extremes|Strong Winds,2
7950,2024-06-27 20:00:00,london,Camden,20,3,0,-2.76,80,17.33,43.81,5305,21.12,4812,71.01,2,Medium,Wet,2009.81,0.6697,0.2499,1,1,Temperature Extremes,1
7951,2024-03-26 11:00:00,london,Southwark,11,1,0,9.87,94,17.14,70.45,7407,19.54,4040,105.25,3,Low,Damaged,1474.91,0.6538,0.4351,0,0,High Humidity|Strong Winds,2
7952,2024-05-07 21:00:00,london,Southwark,21,1,0,18.38,86,17.38,7.4,6129,9.1,507,59.34,0,Low,Snowy,181.66,0.5543,0.1762,0,0,High Humidity,1
7953,2024-05-26 05:00:00,london,Islington,5,6,1,-3.48,38,19.79,14.35,2930,14.01,1642,61.9,1,High,Dry,528.97,0.5997,0.1623,1,0,Temperature Extremes,1
7954,2024-01-13 18:00:00,london,Kensington,18,5,1,7.85,37,2.63,47.36,7051,16.07,2497,40.63,7,Low,Wet,832.64,0.6196,0.1342,0,0,Normal,0
7955,2024-07-18 23:00:00,london,Camden,23,3,0,13.95,26,39.99,61.15,880,29.55,4903,85.95,0,High,Wet,2158.12,0.7588,0.4142,1,0,Heavy Rain|Strong Winds,2
7956,2024-03-20 23:00:00,london,Camden,23,2,0,24.97,43,11.25,65.5,3210,21.99,257,29.7,6,Low,Dry,89.64,0.6437,0.0943,1,0,Strong Winds,1
7957,2024-02-23 02:00:00,london,Islington,2,4,0,-2.47,74,10.54,35.48,2865,16.12,3045,62.49,7,High,Snowy,1141.41,0.6201,0.3421,0,0,Temperature Extremes,1
7958,2024-03-01 04:00:00,london,Camden,4,4,0,12.49,93,15.64,61.34,2117,16.77,1324,59.86,1,Low,Damaged,472.9,0.6264,0.2647,1,0,High Humidity|Strong Winds,2
7959,2024-02-08 07:00:00,london,Westminster,7,3,0,7.69,27,33.65,72.85,11549,35.46,3461,79.49,1,Low,Snowy,1348.99,0.8251,0.3561,1,0,Heavy Rain|Strong Winds,2
7960,2024-07-16 12:00:00,london,Southwark,12,1,0,25.11,79,22.38,43.22,2826,17.15,805,23.1,9,Medium,Dry,282.39,0.63,0.1076,0,0,Heavy Rain,1
7961,2024-02-19 09:00:00,london,Islington,9,0,0,11.77,98,49.06,67.55,2944,38.71,327,113.55,2,High,Dry,109.2,0.8627,0.4195,1,0,Heavy Rain|High Humidity|Strong Winds,3
7962,2024-03-20 23:00:00,london,Camden,23,2,0,21.07,39,15.35,21.87,3514,11.15,257,29.99,6,Low,Dry,99.49,0.5714,0.0748,1,0,Normal,0
7963,2024-06-07 19:00:00,london,Chelsea,19,4,0,22.45,63,16.12,43.73,10526,21.43,4196,13.56,8,High,Snowy,1593.71,0.6729,0.2793,1,0,Normal,0
7964,2024-03-17 00:00:00,london,Hammersmith,0,6,1,3.42,78,26.85,50.88,7278,28.92,1255,74.91,5,High,Wet,568.07,0.7519,0.3679,1,0,Heavy Rain|Strong Winds,2
7965,2024-07-17 22:00:00,london,Westminster,22,2,0,25.17,40,43.65,68.01,10538,33.28,2398,96.37,1,High,Dry,889.65,0.8003,0.3255,1,0,Heavy Rain|Strong Winds,2
7966,2024-06-16 07:00:00,london,Westminster,7,6,1,-3.66,43,22.4,63.54,6645,24.24,3517,109.73,7,Medium,Wet,1450.38,0.702,0.3886,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
7967,2024-07-17 22:00:00,london,Westminster,22,2,0,25.17,40,43.65,68.01,10538,28.14,2398,101.15,1,High,Dry,784.38,0.7435,0.3137,1,0,Heavy Rain|Strong Winds,2
7968,2024-04-01 03:00:00,london,Hackney,3,0,0,25.32,72,0.39,34.81,3021,14.14,1966,73.02,4,High,Dry,878.57,0.601,0.1805,1,1,Normal,0
7969,2024-01-06 17:00:00,london,Southwark,17,5,1,0.35,59,20.75,27.37,4098,19.64,2656,19.38,1,High,Wet,1122.1,0.6547,0.206,0,0,Heavy Rain,1
7970,2024-04-04 06:00:00,london,Kensington,6,3,0,29.05,79,11.79,76.53,7696,31.59,4220,48.08,5,Low,Wet,1650.2,0.7814,0.1896,1,0,Strong Winds,1
7971,2024-05-23 09:00:00,london,Kensington,9,3,0,19.6,58,45.14,33.66,8932,24.69,3749,33.61,9,Medium,Wet,1233.55,0.7067,0.1978,0,0,Heavy Rain,1
7972,2024-03-24 18:00:00,london,Chelsea,18,6,1,2.6,22,18.14,40.99,3969,17.97,2981,39.15,5,High,Wet,1127.91,0.6381,0.2213,1,0,Normal,0
7973,2024-02-08 07:00:00,london,Westminster,7,3,0,27.37,79,1.33,68.12,10936,23.36,3461,68.67,1,Low,Snowy,1660.17,0.6928,0.2617,0,0,Strong Winds,1
7974,2024-05-01 21:00:00,london,Hackney,21,2,0,27.56,87,5.78,10.37,10812,7.52,524,122.8,3,Medium,Wet,183.17,0.5403,0.3058,1,0,High Humidity,1
7975,2024-07-06 05:00:00,london,Westminster,5,5,1,22.23,71,13.79,11.43,7757,7.93,3184,46.07,6,Low,Dry,1136.05,0.5439,0.0766,0,0,Normal,0
7976,2024-02-22 08:00:00,london,Islington,8,3,0,19.12,91,34.52,8.12,6712,11.6,114,5.0,9,High,Snowy,392370.96,0.5771,0.2224,1,0,Heavy Rain|High Humidity,2
7977,2024-03-17 00:00:00,london,Hammersmith,0,6,1,3.42,78,26.85,50.88,7278,21.77,1255,78.72,5,High,Wet,438.29,0.6764,0.3354,1,0,Heavy Rain|Strong Winds,2
7978,2024-02-26 07:00:00,london,Westminster,7,0,0,34.5,83,4.53,32.62,5382,16.96,422,16.33,1,High,Damaged,142.06,0.6282,0.3214,0,1,Temperature Extremes|High Humidity,2
7979,2024-06-25 14:00:00,london,Islington,14,1,0,-0.69,68,49.56,11.95,5585,22.36,3002,52.98,2,High,Wet,1251.58,0.6824,0.2682,1,0,Heavy Rain|Temperature Extremes,2
7980,2024-05-16 11:00:00,london,Camden,11,3,0,19.34,68,0.06,21.47,5489,7.82,663,73.29,2,Low,Damaged,214.69,0.543,0.2422,1,0,Normal,0
7981,2024-03-21 07:00:00,london,Camden,7,3,0,0.36,52,12.89,38.87,2933,18.23,1674,87.01,5,Medium,Damaged,591.32,0.6407,0.459,1,1,Normal,0
7982,2024-02-24 03:21:00,london,Islington,3,5,1,9.39,59,39.25,29.79,5202,23.61,2729,112.65,8,Low,Snowy,1043.97,0.6954,0.4054,0,0,Heavy Rain,1
7983,2024-02-05 11:00:00,london,Hammersmith,11,0,0,34.01,88,33.64,8.97,6209,19.13,2778,21.71,6,Medium,Dry,1316.54,0.6497,0.1115,0,0,Heavy Rain|Temperature Extremes|High Humidity,3
7984,2024-04-30 09:00:00,london,Chelsea,9,1,0,5.11,32,18.95,48.55,5315,20.86,843,63.0,9,Medium,Wet,393.62,0.6671,0.2309,1,1,Normal,0
7985,2024-04-20 09:00:00,london,Hackney,9,5,1,17.49,79,17.06,30.14,4903,12.6,1699,92.79,7,Low,Snowy,691.54,0.5865,0.2643,0,0,Normal,0
7986,2024-02-15 03:00:00,london,Hammersmith,3,3,0,-0.56,24,8.6,22.57,7331,14.98,722,11.95,1,High,Snowy,311.12,0.609,0.2433,0,0,Temperature Extremes,1
7987,2024-03-17 00:00:00,london,Hammersmith,0,6,1,3.42,78,26.85,50.88,7278,28.38,1255,81.9,5,High,Wet,408.06,0.7461,0.3902,1,0,Heavy Rain|Strong Winds,2
7988,2024-04-23 02:00:00,london,Southwark,2,1,0,-0.78,77,10.15,61.03,9647,24.19,1977,93.74,8,Low,Dry,878.36,0.7014,0.1697,1,0,Temperature Extremes|Strong Winds,2
7989,2024-03-27 11:00:00,london,Southwark,11,2,0,9.56,87,35.75,34.36,8872,17.42,2724,17.5,8,Low,Dry,1001.07,0.6327,0.0815,0,0,Heavy Rain|High Humidity,2
7990,2024-03-04 09:00:00,london,Chelsea,9,0,0,6.96,49,15.66,5.49,9735,8.59,2020,89.92,8,Medium,Wet,814.27,0.5498,0.2268,1,0,Normal,0
7991,2024-05-12 05:00:00,london,Chelsea,5,6,1,1.36,23,44.3,75.6,6762,40.83,949,53.36,3,High,Damaged,327.33,0.8877,0.6067,1,1,Heavy Rain|Strong Winds,2
7992,2024-02-04 03:00:00,london,Camden,3,6,1,6.0,74,24.06,48.13,1976,24.24,1253,108.19,7,High,Wet,564.32,0.702,0.471,1,1,Heavy Rain,1
7993,2024-03-23 04:00:00,london,Hackney,4,5,1,17.65,50,48.18,52.76,4338,30.17,4548,69.36,9,High,Wet,1506.79,0.7657,0.3565,0,0,Heavy Rain|Strong Winds,2
7994,2024-05-03 11:00:00,london,Westminster,11,4,0,17.36,41,4.99,14.18,3157,6.05,1991,60.51,6,High,Damaged,910.65,0.5274,0.3283,0,0,Normal,0
7995,2024-03-22 22:00:00,london,Camden,22,4,0,13.35,85,45.81,69.65,3881,32.4,1606,87.46,2,Low,Wet,603.97,0.7904,0.2753,1,0,Heavy Rain|High Humidity|Strong Winds,3
7996,2024-03-28 05:00:00,london,Camden,5,3,0,29.21,34,34.1,65.49,9191,32.51,2874,87.84,0,Medium,Snowy,943.7,0.7916,0.4798,1,0,Heavy Rain|Strong Winds,2
7997,2024-02-18 08:00:00,london,Westminster,8,6,1,23.37,45,42.65,30.8,4550,26.57,3814,115.66,3,High,Damaged,1364.7,0.7266,0.8,1,1,Heavy Rain,1
7998,2024-02-22 08:00:00,london,Chelsea,8,3,0,19.12,91,34.52,8.12,6294,14.91,2468,13.95,8,High,Snowy,885.73,0.6083,0.2442,1,0,Heavy Rain|High Humidity,2
7999,2024-03-05 03:00:00,london,Islington,3,1,0,21.05,44,39.18,54.47,6275,32.09,1481,53.22,0,Low,Dry,667.45,0.7869,0.1328,1,0,Heavy Rain|Strong Winds,2
8000,2024-05-01 21:00:00,london,Hackney,21,2,0,27.56,87,5.78,10.37,10812,8.76,524,119.18,3,Medium,Wet,170.92,0.5513,0.3049,1,1,High Humidity,1
8001,2024-01-17 03:00:00,london,Hammersmith,3,2,0,24.24,20,33.18,21.02,9065,17.06,4275,29.97,3,Medium,Dry,1913.6,0.6291,0.1111,1,0,Heavy Rain,1
8002,2024-01-01 20:00:00,london,Kensington,20,0,0,19.29,43,43.51,65.76,4700,26.22,2584,9.3,0,Medium,Wet,1066.35,0.7229,0.1843,1,0,Heavy Rain|Strong Winds,2
8003,2024-01-23 02:12:00,london,Islington,2,1,0,27.78,60,40.13,15.83,11593,18.16,4287,16.07,7,Low,Wet,1609.77,0.64,0.1235,1,0,Heavy Rain,1
8004,2024-03-13 21:23:00,london,Southwark,21,2,0,13.43,23,6.95,61.01,3829,16.63,1737,105.2,3,Medium,Dry,592.78,0.625,0.2128,0,0,Strong Winds,1
8005,2024-01-19 09:00:00,london,Chelsea,9,4,0,9.98,70,48.74,0.19,10432,14.87,3801,98.03,9,Medium,Dry,1612.84,0.6079,0.1906,1,0,Heavy Rain,1
8006,2024-07-06 23:00:00,london,Camden,23,5,1,25.96,35,17.02,55.35,2579,18.46,4007,60.82,5,Medium,Dry,1651.53,0.643,0.1438,1,0,Strong Winds,1
8007,2024-02-06 19:00:00,london,Westminster,19,1,0,30.79,99,22.44,28.47,9533,17.33,3613,102.15,6,High,Wet,1621.59,0.6319,0.3869,0,1,Heavy Rain|Temperature Extremes|High Humidity,3
8008,2024-05-17 23:00:00,london,Westminster,23,4,0,18.77,94,43.12,42.04,9168,24.26,2715,116.56,6,High,Damaged,1064.33,0.7022,0.8,0,1,Heavy Rain|High Humidity,2
8009,2024-05-10 08:00:00,london,Camden,8,4,0,2.74,68,9.99,68.05,8268,24.71,1451,44.31,1,High,Wet,636.98,0.707,0.2618,0,1,Strong Winds,1
8010,2024-02-10 17:00:00,london,Westminster,17,5,1,30.7,89,31.74,2.02,2333,14.61,100,55.55,9,Medium,Snowy,44.7,0.4475,0.2529,1,0,Heavy Rain|Temperature Extremes|High Humidity,3
8011,2024-05-16 13:00:00,london,Southwark,13,3,0,7.92,52,8.89,35.02,11016,14.07,2993,110.2,6,Low,Dry,1423.42,0.6003,0.1626,1,0,Normal,0
8012,2024-05-14 06:00:00,london,Hackney,6,1,0,28.83,28,37.6,0.48,4376,14.81,910,56.77,0,Medium,Wet,373.89,0.6074,0.1926,0,0,Heavy Rain,1
8013,2024-07-12 12:00:00,london,Westminster,12,4,0,27.49,58,38.72,41.51,6480,21.61,25,14.04,9,High,Snowy,13.26,0.4222,0.2807,0,0,Heavy Rain,1
8014,2024-03-11 04:00:00,london,Kensington,4,0,0,-1.61,24,10.93,49.9,7395,21.85,1630,28.0,6,Low,Snowy,604.51,0.6772,0.1864,1,0,Temperature Extremes,1
8015,2024-04-07 11:00:00,london,Hackney,11,6,1,32.46,89,11.0,52.79,10713,21.16,1799,50.61,1,Low,Wet,844.43,0.6702,0.1607,0,0,Temperature Extremes|High Humidity|Strong Winds,3
8016,2024-03-09 17:00:00,london,Hackney,17,5,1,33.65,73,44.06,12.01,5263,24.71,3972,49.09,0,Medium,Dry,1550.86,0.7069,0.1471,0,0,Heavy Rain|Temperature Extremes,2
8017,2024-06-05 00:00:00,london,Islington,0,2,0,33.63,24,3.62,30.18,9873,15.57,4535,98.51,9,Low,Damaged,2105.32,0.6147,0.3741,0,0,Temperature Extremes,1
8018,2024-03-11 03:00:00,london,Hackney,3,0,0,6.48,34,48.47,56.54,7110,31.07,3611,47.95,1,Medium,Wet,1611.24,0.7756,0.2441,1,0,Heavy Rain|Strong Winds,2
8019,2024-02-17 00:00:00,london,Hammersmith,0,5,1,6.28,40,33.89,19.29,5342,18.36,493,30.73,4,Low,Damaged,189.86,0.642,0.2205,0,0,Heavy Rain,1
8020,2024-07-05 02:00:00,london,Kensington,2,4,0,10.44,22,24.59,12.72,7573,11.74,3078,74.28,9,High,Dry,1113.59,0.5785,0.1727,1,0,Heavy Rain,1
8021,2024-06-02 01:00:00,london,Hackney,1,6,1,8.0,75,14.64,3.87,6603,6.76,3876,66.81,3,Medium,Dry,1393.76,0.5336,0.1152,1,0,Normal,0
8022,2024-01-09 06:00:00,london,Southwark,6,1,0,20.34,66,25.85,50.47,3636,19.65,4143,76.98,2,Medium,Wet,1932.94,0.6549,0.257,0,0,Heavy Rain|Strong Winds,2
8023,2024-04-29 01:00:00,london,Westminster,1,0,0,-4.38,67,49.81,47.22,4444,28.44,4497,7.27,1,Medium,Wet,2044.91,0.7467,0.1909,1,0,Heavy Rain|Temperature Extremes,2
8024,2024-04-20 09:00:00,london,Hackney,9,5,1,17.49,79,17.06,30.14,4903,11.48,1699,79.46,7,Low,Snowy,801.43,0.5761,0.2256,1,0,Normal,0
8025,2024-06-03 17:00:00,london,Westminster,17,0,0,13.46,52,19.69,39.44,1716,16.09,1539,56.27,3,Low,Dry,653.21,0.6197,0.1011,1,0,Normal,0
8026,2024-02-06 02:00:00,london,Camden,2,1,0,11.72,43,27.2,23.06,4878,12.53,1476,41.04,3,Low,Dry,691.79,0.5858,0.0828,1,0,Heavy Rain,1
8027,2024-02-19 08:40:00,london,Hammersmith,8,0,0,9.63,97,6.97,19.2,7540,7.96,3558,118.24,9,High,Damaged,1700.49,0.5442,0.6069,0,0,High Humidity,1
8028,2024-05-16 17:00:00,london,Hackney,17,3,0,5.26,77,5.67,19.53,8154,9.46,1353,17.78,6,Low,Snowy,485.71,0.5576,0.1357,0,1,Normal,0
8029,2024-05-19 13:42:00,london,Westminster,13,6,1,29.2,54,12.36,57.56,6094,24.24,3082,24.3,2,Medium,Wet,1175.59,0.702,0.1867,0,0,Strong Winds,1
8030,2024-03-23 11:00:00,london,Chelsea,11,5,1,25.82,58,5.23,71.99,4378,19.65,4307,86.14,0,High,Damaged,1511.07,0.6549,0.5767,1,0,Strong Winds,1
8031,2024-07-06 12:00:00,london,Westminster,12,5,1,30.42,70,7.17,59.05,7313,19.48,1145,82.47,4,High,Wet,523.55,0.6532,0.3325,1,0,Temperature Extremes|Strong Winds,2
8032,2024-03-01 04:00:00,london,Camden,4,4,0,12.49,93,15.64,61.34,2117,23.51,1324,61.33,1,Low,Damaged,466.04,0.6944,0.3068,1,1,High Humidity|Strong Winds,2
8033,2024-04-25 09:00:00,london,Hammersmith,9,3,0,29.07,57,10.7,1.48,8494,7.7,4344,95.42,3,High,Snowy,1620.51,0.5418,0.3841,0,0,Normal,0
8034,2024-02-22 08:00:00,london,Chelsea,8,3,0,19.12,91,34.52,8.12,6294,13.41,2468,13.23,8,High,Snowy,1069.25,0.5941,0.2356,1,0,Heavy Rain|High Humidity,2
8035,2024-05-26 13:00:00,london,Southwark,13,6,1,21.08,40,48.51,66.12,6959,32.16,3550,5.55,7,High,Snowy,1269.98,0.7878,0.3326,1,0,Heavy Rain|Strong Winds,2
8036,2024-03-21 07:00:00,london,Camden,7,3,0,0.36,52,12.89,38.87,2933,15.15,1674,81.7,5,Medium,Damaged,775.75,0.6106,0.4078,0,0,Normal,0
8037,2024-03-23 04:00:00,london,Hammersmith,4,5,1,17.65,50,48.18,52.76,2060,25.77,1929,22.05,2,Low,Wet,898.23,0.7181,0.1462,1,1,Heavy Rain|Strong Winds,2
8038,2024-01-18 20:32:00,london,Southwark,20,3,0,22.97,70,8.0,15.03,4944,7.09,1354,112.59,6,Low,Wet,590.31,0.5365,0.2103,1,1,Normal,0
8039,2024-06-05 08:08:00,london,Westminster,8,2,0,10.55,88,19.15,35.71,4295,14.97,4290,91.51,0,Medium,Damaged,1635.95,0.6089,0.4476,1,0,High Humidity,1
8040,2024-07-06 05:00:00,london,Westminster,5,5,1,22.23,71,13.79,11.43,7757,8.87,3184,45.22,6,Low,Dry,1372.56,0.5522,0.078,0,0,Normal,0
8041,2024-01-26 04:00:00,london,Westminster,4,4,0,11.98,72,46.11,70.47,6357,27.4,782,92.82,6,High,Snowy,272.12,0.7355,0.5699,0,1,Heavy Rain|Strong Winds,2
8042,2024-04-13 19:00:00,london,Camden,19,5,1,33.45,51,38.04,50.26,9941,26.0,2389,83.48,6,High,Wet,922.26,0.7205,0.3801,1,0,Heavy Rain|Temperature Extremes|Strong Winds,3
8043,2024-01-17 00:57:00,london,Southwark,0,2,0,24.41,31,19.23,20.87,11028,12.4,4046,106.53,2,Medium,Snowy,1424.07,0.5846,0.3922,0,1,Normal,0
8044,2024-01-28 22:00:00,london,Hammersmith,22,6,1,21.43,42,6.07,26.88,9851,10.15,2546,55.95,4,Low,Dry,939.01,0.5639,0.0879,0,0,Normal,0
8045,2024-04-14 04:00:00,london,Camden,4,6,1,9.46,83,3.48,52.39,10183,17.46,1391,51.25,1,Low,Snowy,614.09,0.6331,0.1998,1,0,High Humidity|Strong Winds,2
8046,2024-07-17 21:00:00,london,Southwark,21,2,0,-2.41,48,4.82,15.44,8116,12.56,462,29.52,7,High,Dry,214.55,0.5861,0.1234,1,0,Temperature Extremes,1
8047,2024-06-01 10:00:00,london,Kensington,10,5,1,10.43,41,26.06,74.89,10071,30.2,3089,73.18,1,Medium,Dry,1157.1,0.766,0.2003,0,0,Heavy Rain|Strong Winds,2
8048,2024-06-03 05:00:00,london,Southwark,5,0,0,10.04,54,47.19,37.14,1858,25.35,2344,73.91,0,High,Dry,873.46,0.7137,0.2282,1,0,Heavy Rain,1
8049,2024-05-15 18:00:00,london,Camden,18,2,0,24.78,79,14.33,42.23,5532,14.63,3208,66.17,1,Medium,Snowy,1214.67,0.6057,0.2781,0,0,Normal,0
8050,2024-06-01 10:00:00,london,Kensington,10,5,1,10.43,41,26.06,74.89,10071,29.22,3089,65.66,1,Medium,Dry,1281.16,0.7552,0.1836,1,1,Heavy Rain|Strong Winds,2
8051,2024-03-01 19:00:00,london,Islington,19,4,0,17.38,49,19.63,75.46,3558,21.43,1598,43.59,6,Low,Snowy,733.42,0.6729,0.204,1,0,Strong Winds,1
8052,2024-06-01 10:00:00,london,Kensington,10,5,1,10.43,41,26.06,74.89,10071,24.8,3089,70.44,1,Medium,Dry,1309.12,0.7079,0.1777,1,0,Heavy Rain|Strong Winds,2
8053,2024-02-08 10:00:00,london,Westminster,10,3,0,0.26,37,48.15,8.11,9927,16.72,2706,99.13,3,Low,Snowy,1243.21,0.6259,0.3088,1,1,Heavy Rain,1
8054,2024-01-06 07:00:00,london,Islington,7,5,1,21.57,68,25.39,32.66,10250,16.69,1745,41.19,5,High,Snowy,684.09,0.6256,0.2913,1,0,Heavy Rain,1
8055,2024-04-14 04:00:00,london,Hackney,4,6,1,9.46,83,3.48,52.39,9512,14.96,2147,98.95,5,High,Wet,1009.34,0.6088,0.3559,1,1,High Humidity|Strong Winds,2
8056,2024-02-05 21:00:00,london,Camden,21,0,0,2.89,80,32.74,2.11,4713,15.54,3044,95.59,5,Medium,Damaged,1255.53,0.6144,0.4721,1,1,Heavy Rain,1
8057,2024-06-18 09:00:00,london,Hackney,9,1,0,1.63,44,15.71,12.41,7721,13.63,1517,14.49,7,Low,Snowy,587.83,0.5961,0.1485,1,0,Normal,0
8058,2024-01-09 06:00:00,london,Hackney,6,1,0,20.34,66,25.85,50.47,7165,22.41,564,95.68,2,Low,Snowy,270.16,0.683,0.3346,1,0,Heavy Rain|Strong Winds,2
